title,genre,Tag Count,Tags
The Able McLaughlins,Unknown,1,nan
Early Autumn: A Story of a Lady,Classics,1,Classics
Alice Adams,Fiction,1,Literature
The Narrow Road to the Deep North and Other Travel Sketches,Classics,3,"Classics, Poetry, Travel"
Tales of the South Pacific,Fiction,5,"Historical Fiction, Adventure, Classics, History, War"
The Passion,Fiction,5,"Fantasy, Classics, LGBTQ, War, Romance"
Prairie Lotus,Young Adult,1,nan
His Family,Unknown,1,nan
How to Invent Everything: A Survival Guide for the Stranded Time Traveler,Science fiction,3,"Science fiction, Science, Fiction"
The Nomad,Biography,3,"Biography, Women, Travel"
The Other Bennet Sister,Fiction,2,"Classics, Romance"
Graphic Science - Seven Journeys of Discovery,Unknown,1,nan
Shah of Shahs,Classics,2,"Classics, War"
The Shadow King,War,1,War
The Little Book of Cosmology,Unknown,1,nan
Stephen Hawking,Unknown,1,nan
The Story of the Dinosaurs in 25 Discoveries: Amazing Fossils and the People Who Found Them,Unknown,1,nan
Cosmic Clouds 3-D: Where Stars Are Born,Unknown,1,nan
Survive the Night,Fiction,1,nan
Drugs without the hot air,Unknown,1,nan
Diary of an Apprentice Astronaut,Unknown,1,nan
Explaining Humans,Unknown,1,nan
Guard of Honor,Classics,2,"Classics, War"
Speilet og lyset,Fiction,1,nan
Transcendence,Unknown,1,nan
Journey in the dark.,Fiction,3,"Young Adult, War, Philosophy"
Imagine,Unknown,1,nan
The Uninhabitable Earth: Life After Warming,Science,1,Science
Utopia Avenue,Fiction,3,"Fantasy, Science fiction, LGBTQ"
Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,Science,1,Science
Gastrophysics,Unknown,1,nan
Swearing Is Good for You,Unknown,1,nan
Animals among Us,Unknown,1,nan
Ocean,Unknown,1,nan
Superior: The Return of Race Science,History,2,"History, social science"
Scarlet Sister Mary,Classics,1,Classics
Black Bottom Saints,LGBTQ,1,LGBTQ
At Night All Blood is Black,Fiction,1,War
The Book of Doing: Everyday Activities to Unlock Your Creativity and Joy,Nonfiction,1,Games & Activities
Totally Random,Comics,1,Comics
"Black Leopard, Red Wolf (The Dark Star Trilogy #1)",Fantasy,6,"Fantasy, Fiction, Adventure, Science fiction, LGBTQ, Mythology"
To Be a Machine ,Science fiction,1,Science fiction
The Lost Words,Unknown,1,nan
Einstein's Unfinished Revolution: The Search for What Lies Beyond the Quantum,Science,1,Space
Horizon,Action & Adventure,1,Adventure
Conversations with Wilder,Unknown,1,nan
Cross Country,Action & Adventure,1,Adventure
Mind Fixers,Unknown,1,nan
The Voyage of the Morning Light,Fiction,1,nan
A World Beyond Physics,Unknown,1,nan
Wildlife Photographer of the Year: Portfolio 28,Unknown,1,nan
The Sympathizer,Fiction,2,"War, Communists"
The Edge of Paradise: America in Micronesia,Unknown,1,nan
They Went Left,Young Adult,2,"War, Young Adult Fiction"
In the Country of Country,History,1,History
Along the Ganges,Action & Adventure,1,Adventure
The Fearful Void,Action & Adventure,1,Adventure
Two Towns in Provence,Nonfiction,1,Travel
The Women In Black: 'An uplifting book for our times' Observer,Classics,1,Classics
The Arabian Nights,Fiction,3,"Fantasy, Classics, Science fiction"
Journey to Portugal,Classics,3,"Classics, Biography & Autobiography, Travel"
In Patagonia,Action & Adventure,2,"Adventure, Classics"
To a Distant Island,Action & Adventure,1,Adventure
The Keepers of the House,Fiction,2,"Classics, African Americans"
Iron &  Silk,Action & Adventure,2,"Adventure, Classics"
Blue highways,Action & Adventure,3,"Adventure, Classics, Travel"
Old Glory,Action & Adventure,1,Adventure
I See By My Outfit,Fantasy,1,Fantasy
The Road to Oxiana,Action & Adventure,2,"Adventure, Classics"
A Good Scent from a Strange Mountain,Classics,2,"Classics, War"
Dark Star Safari,Action & Adventure,3,"Adventure, History, Travel"
The Fixer,Classics,1,Classics
The Pine Barrens,Literary Collections,1,Folklore
Ironweed,Classics,1,Classics
Sea and Sardinia,Classics,1,Classics
A Fable,Classics,2,"Classics, War"
Arabian Sands,Action & Adventure,2,"Adventure, Classics"
The Late George Apley,Fantasy,2,"Fantasy, Classics"
The Mambo Kings Play Songs of Love,Fiction,1,Classics
Now in November,Classics,1,Classics
Sandstorms,Nonfiction,1,Travel
Some Assembly Required,Unknown,1,nan
Shape: The Hidden Geometry of Absolutely Everything,Unknown,1,nan
Jack A Novel,Fiction,1,Romance
Nothing to See Here,Fantasy,6,"Fantasy, Science fiction, LGBTQ, Literary Fiction, adult, Magical Realism"
Beyond Infinity,Science,1,Science
The Night Watchman,Fiction,1,Native Americans
Endure,Unknown,1,nan
The Muses Are Heard,Classics,2,"Classics, LGBTQ"
Dragon's Teeth,Classics,2,"Classics, War"
No Mercy,Nonfiction,2,"Nonfiction, Travel"
Out of Nothing,Fantasy,3,"Fantasy, Comics, Space"
Sally in Three Worlds,Unknown,1,nan
Welcome to the Goddamn Ice Cube,Biography & Autobiography,5,"Biography, Adventure, Memoir, Nonfiction, Travel"
The Science of Can and Can't,Unknown,1,nan
Life Changing,Science fiction,1,Science fiction
Ask an Astronaut,Biography & Autobiography,1,Space
Spoon-Fed,Unknown,1,nan
Infinite Wonder,Action & Adventure,2,"Adventure, Space"
Angelfall,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian"
Only Connect,Unknown,1,nan
Memorial,Fiction,1,LGBTQ
Handmade,Unknown,1,nan
Farthest North Volume I,Action & Adventure,1,Adventure
Anatomicum,Unknown,1,nan
Dictionary of Dinosaurs,Unknown,1,nan
The Emperor: Downfall of an Autocrat,Classics,2,"Classics, War"
Wonders: Spectacular Moments in Nature Photography,Unknown,1,nan
Be Who You Want : Unlocking the Science of Personality Change,Unknown,1,nan
Foodology: A food-lover's guide to digestive health and happiness,Unknown,1,nan
The Motherhood Complex: The story of our changing selves,Unknown,1,nan
The Order of Time,Science,4,"Science, Nonfiction, Space, social science"
Exit Strategy,Science fiction,6,"Science fiction, Fiction, Fantasy, Adventure, LGBTQ, Space"
The Water Dancer,Fiction,4,"Fantasy, History, Historical Fiction, American"
Invisible Monsters,Fiction,4,"Classics, LGBTQ, Romance, Murder"
Lullaby,Fiction,1,Fantasy
Vernon God Little,Unknown,1,nan
The Last Samurai,Classics,1,Classics
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Fiction,3,"Fantasy, Literature, Friendship"
Before I Go to Sleep,Fiction,1,Identity (Psychology).
The Argonauts,LGBTQ,1,LGBTQ
Killing Commendatore,Fiction,1,nan
Whispers Underground,Fantasy,8,"Fantasy, Fiction, Adventure, Science fiction, Mystery, Murder, Magic, Urban Fantasy"
Skin in the Game,Unknown,1,nan
The Prince,Fiction,7,"Classics, History, War, Philosophy, Politics, Psychology, Literature"
Leonardo da Vinci,Biography,3,"Biography, Nonfiction, Biography & Autobiography"
Still Life,Fiction,2,"Police, Detective and mystery stories"
Into the Water,Fiction,5,"Young Adult Fiction, Thriller, Suspense, Women, Murder"
Magpie Murders,Fiction,1,Mystery
Squad,Fantasy,5,"Fantasy, Young Adult, Comics, LGBTQ, Young Adult Fiction"
"Beautiful World, Where Are You",Fiction,3,"Romance, LGBTQ, Friendship"
The Book of Accidents,Fiction,3,"Fantasy, Science fiction, Horror"
For Your Own Good,Young Adult,1,Murder
The Couple Next Door,Mystery,2,"Suspense, Family"
Rock Paper Scissors,Mystery,5,"Fiction, Mystery, Thriller, Suspense, Psychological thriller"
Under the Whispering Door,Fantasy,5,"Fantasy, Fiction, Young Adult, LGBTQ, Romance"
The Last House on Needless Street,Fantasy,5,"Fantasy, Thriller, Horror, adult, Psychological thriller"
The Death of Jane Lawrence,Fantasy,4,"Fantasy, Fiction, Romance, Fantasy romance"
Fuzz: When Nature Breaks the Law,Action & Adventure,3,"Adventure, Science, Nonfiction"
Home Before Dark,Fiction,3,"Fantasy, Thriller, Murder"
People We Meet on Vacation,Fiction,1,Romance
November 9,Fiction,2,"Young Adult, Romance"
Cloud Cuckoo Land,Fiction,5,"Fantasy, Adventure, Science fiction, War, Dystopian"
A Slow Fire Burning,Fiction,1,nan
The Push,Fiction,2,"Thriller, Psychological thriller"
My Dark Vanessa,Fiction,2,"Contemporary, Literary"
The Sun Down Motel,Mystery,5,"Fiction, Fantasy, Mystery, Thriller, Suspense"
Ugly Love,Fiction,3,"Young Adult, Romance, New adult"
The Guncle,Fiction,1,LGBTQ
The Night She Disappeared,Fiction,2,"LGBTQ, Thriller"
Apples Never Fall,Fiction,1,nan
Once Upon a Broken Heart,Fantasy,9,"Fantasy, Young Adult, Fiction, Adventure, Romance, Young Adult Fiction, Fantasy romance, Young adult fantasy, Fairy Tale Retelling"
Violeta,Fiction,3,"History, Women, Womanhood"
The Paradox Hotel,Fiction,4,"Fantasy, Science fiction, LGBTQ, Dystopian"
The Family Remains,Fiction,1,Young Adult
Bird Box,Fiction,3,"Fantasy, Science fiction, Dystopian"
Punk 57,Romance,6,"Fiction, Young Adult, Romance, Contemporary Romance, Bully Romance, High school"
Verity,Mystery,10,"Fiction, Young Adult, Romance, Mystery, Thriller, Murder, Family, Contemporary, American fiction, Contemporary Romance"
The Last Thing He Told Me,Fiction,1,Thriller
We Were Never Here,Fiction,1,nan
Malibu Rising,Fiction,4,"LGBTQ, Romance, Families, Brotherhoods"
Not a Happy Family,Fiction,1,Thriller
Moneyball,Business & Economics,3,"Business, Nonfiction, Sports"
The Bourne Identity,Action & Adventure,3,"Adventure, Classics, Adventure stories"
The Girl in the Spider's Web,Fiction,2,"Adventure, Thriller"
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,3,"Science, Space, Nonfiction"
The Code Breaker,Biography & Autobiography,3,"Biography & Autobiography, General, Women"
The Giver of Stars,Fiction,3,"Romance, Friendship, British"
Fix Her Up,Unknown,1,nan
Gender Trouble: Feminism and the Subversion of Identity,Classics,3,"Classics, LGBTQ, literary criticism"
The Second Sex,Classics,6,"Classics, Philosophy, social science, Women, Feminism, Women"
Sister Outsider: Essays and Speeches,Classics,7,"Classics, LGBTQ, Nonfiction, social science, Literary Collections, Essays, Speeches"
Knife of Dreams,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
New Spring,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
Still Alice,Literary Collections,1,Literary Collections
Exit West,Fiction,6,"Fantasy, Science fiction, War, Romance, Dystopian, Literature"
The Sirens of Titan,Fiction,8,"Adventure, Fantasy, Classics, Science fiction, War, Dystopian, Space, Aliens"
Еще одна из рода Болейн,Classics,2,"Classics, Historical Fiction"
The Color of Water: A Black Man's Tribute to His White Mother,Classics,7,"Classics, Biography, Religion, Biography & Autobiography, Family, African Americans, Mothers"
The Absorbent Mind,Nonfiction,4,"Nonfiction, Parenting, Pedagogy, Philosophy"
What Alice Forgot,Fiction,1,Amnesiacs
"Girl, Interrupted",Young Adult,4,"Classics, Biography, Biography & Autobiography, Mental illness"
Luster,Fiction,1,Adoption
How to Be an Antiracist,Biography,7,"Biography, Biography & Autobiography, Philosophy, Psychology, political science, African Americans, Anti-racism"
"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Science,2,"Science, Nonfiction"
The Unbearable Lightness of Being,Fiction,7,"Classics, History, Romance, Philosophy, Friendship, Literary Fiction, Czech fiction"
Last Argument of Kings,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Fantasy fiction, Conspiracies, Antiheroes"
The Thorn of Emberlain,Fantasy,3,"Fiction, Fantasy, Adventure"
The Wife Upstairs,Mystery,1,Suspense
Towers of Midnight,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Magic, Fantasy fiction, Adventure stories"
Matchmaking for Beginners,Fiction,2,"Romance, Friendship"
Fifty Shades Darker,Fiction,2,"Fantasy, American fiction"
The Tattooist of Auschwitz,Fiction,5,"History, War, Romance, Religion, Holocaust"
The Republic of Thieves,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Romance, Fantasy fiction"
The Immortalists,Fiction,3,"Fantasy, LGBTQ, Aging"
Upright Women Wanted,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Dystopian"
The Cloud Roads,Action & Adventure,5,"Adventure, Fantasy, LGBTQ, Science fiction, Young Adult"
Fifty Shades of Grey,Romance,2,"BDSM, erotica"
Anxious People,Fiction,1,LGBTQ
Girl with a Pearl Earring,Fiction,2,"Young Adult, Classics"
The Rules of Magic,Fantasy,3,"Fantasy, LGBTQ, Magical Realism"
The Great Believers,LGBTQ,1,LGBTQ
Writers & Lovers,Fiction,1,Romance
Bewilderment,Fantasy,4,"Fantasy, Science fiction, Dystopian, Space"
Hench,Fantasy,4,"Fantasy, Adventure, Science fiction, LGBTQ"
Clap When You Land,Fiction,2,"Young Adult, LGBTQ"
Wish You Were Here,Fiction,1,nan
Termination Shock,Fiction,4,"Fantasy, Adventure, Science fiction, Dystopian"
Soulsmith,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Arts"
Unsouled,Fantasy,5,"Fantasy, Fiction, Young Adult, Adventure, Science fiction"
Witchmark,Mystery,8,"Fiction, Fantasy, Science fiction, War, LGBTQ, Mystery, Murder, Magic"
Cemetery Boys,Fantasy,8,"Fantasy, Young Adult, Fiction, LGBTQ, Romance, Young Adult Fiction, Family, Magic"
Written in the Stars,Fiction,3,"Young Adult, LGBTQ, Romance"
My Heart Is a Chainsaw,Fiction,3,"Thriller, Horror, Native Americans"
Chasing the Boogeyman,Fiction,2,"Horror, Crime Fiction"
Milk Fed,Fiction,3,"LGBTQ, Contemporary, Literary Fiction"
Concrete Rose,Young Adult,2,"LGBTQ, African Americans"
Boyfriend Material,Young Adult,3,"LGBTQ, Romance, Contemporary Romance"
Legendborn,Fiction,7,"Fantasy, Young Adult, Adventure, Romance, Young Adult Fiction, Magic, Urban Fantasy"
She Drives Me Crazy,Young Adult,1,LGBTQ
Beasts of Prey,Fantasy,3,"Fantasy, Young Adult, Adventure"
The Queen of Nothing,Fiction,6,"Fantasy, Young Adult, Adventure, LGBTQ, Romance, Young Adult Fiction"
The Good Lie,Mystery,3,"Fiction, Mystery, Thriller"
The School for Good Mothers,Fantasy,3,"Fantasy, Science fiction, Dystopian"
The Inheritance of Orquídea Divina,Fiction,5,"Fantasy, Young Adult, LGBTQ, Magic, Contemporary"
Olga Dies Dreaming,LGBTQ,1,LGBTQ
The Ex Hex,Fantasy,4,"Fiction, Fantasy, Romance, Paranormal romance"
This Thing Between Us,Fantasy,4,"Fantasy, Science fiction, Horror, adult"
A Shadow in the Ember,Fiction,3,"Fantasy, Young Adult, Romance"
Second First Impressions,Romance,1,Chick Lit
The Big Short,History,3,"History, Nonfiction, Business"
The Hidden Life of Trees,Nonfiction,1,Nonfiction
A Lesson in Vengeance,Fiction,5,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction, Thriller"
Equal Rites,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Classics, Science fiction"
The Island of Dr. Moreau,Fiction,9,"Fantasy, Science fiction, Young Adult, Adventure, Classics, Comics, Dystopian, Science, Horror"
How to Measure Anything: Finding the Value of Intangibles in Business,Unknown,1,nan
Four: A Divergent Collection,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Romance, Dystopian, Young Adult Fiction"
"Fall; or, Dodge In Hell",Fantasy,4,"Fantasy, Adventure, Science fiction, Dystopian"
The Hidden Palace,Fantasy,2,"Fantasy, Science fiction"
Antigone,Fantasy,6,"Fantasy, Classics, Young Adult, Drama, Plays, Tragedy"
The Last Olympian,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Comics, Friendship, Children, Children's stories, Animals"
Fire,Fiction,7,"Fantasy, Young Adult, Adventure, War, Dystopian, Young Adult Fiction, Magic"
Defiant,Fiction,9,"Young Adult, Fantasy, Science fiction, Adventure, War, Space, Aliens, Dystopian, Young Adult Fiction"
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Classics, Science fiction, Fiction, Urban Fantasy"
ReDawn,Science fiction,10,"Science fiction, Fiction, Fantasy, Young Adult, Adventure, War, Aliens, Dystopian, Space, Young Adult Fiction"
Sunreach,Fiction,9,"Young Adult, Adventure, Fantasy, Science fiction, War, Space, Aliens, Dystopian, Young Adult Fiction"
Evershore,Fiction,9,"Young Adult, Fantasy, Science fiction, Adventure, War, Space, Aliens, Dystopian, Young Adult Fiction"
Caliban's War,Fiction,9,"Science fiction, Fantasy, Adventure, War, Space, Aliens, Extraterrestrial beings, Conspiracies, Imaginary wars and battles"
Before They Are Hanged,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Fantasy fiction"
Hunger,Biography & Autobiography,2,"LGBTQ, Memoir"
Borne,Fiction,4,"Fantasy, Adventure, Science fiction, Dystopian"
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,Fiction,3,"History, Murder, True crime"
White Teeth,Fiction,2,"Classics, Literature"
Who Is Maud Dixon?,Fiction,1,nan
The Mercies,Fiction,4,"Fantasy, History, LGBTQ, Biography & Autobiography"
Before We Were Yours,Fiction,1,nan
The Heart Principle,Fiction,2,"Romance, Contemporary"
Sea Prayer,Young Adult,1,War
"Detransition, Baby",Fiction,3,"LGBTQ, Romance, Families"
The Lincoln Highway,Fiction,2,"Adventure, Historical Fiction"
Once Upon a River,Fiction,1,Fantasy
The Five People You Meet in Heaven,Fiction,5,"Fantasy, Young Adult, Classics, Psychology, Literature"
The Unhoneymooners,Fiction,3,"Romance, Romantic Comedy, Deception"
Us Against You,Fiction,2,"Young Adult, LGBTQ"
The Soulmate Equation,Fiction,1,Romance
The Other Black Girl,Mystery,6,"Fiction, Science fiction, Mystery, Thriller, Literary Fiction, adult"
Interior Chinatown,Unknown,1,nan
Miracle Creek,Fiction,1,Thriller
The Snow Child,Fantasy,4,"Fantasy, Fiction, History, Historical Fiction"
The Bride Test,Fiction,1,nan
Real Life,Fiction,2,"LGBTQ, African American gay men"
The Death of Vivek Oji,Fiction,3,"LGBTQ, Nigeria, Literary Fiction"
Long Bright River,Mystery,4,"Fiction, Mystery, Thriller, Murder"
A Tale for the Time Being,Fantasy,3,"Fantasy, War, Buddhist nuns"
Three Women - Drei Frauen,Fiction,1,nan
The Girl with the Louding Voice,Young Adult,1,nan
I'm Thinking of Ending Things,Fiction,2,"Romance, Thriller"
The Only Good Indians,Fiction,4,"Fantasy, Horror, Native Americans, Horror"
The Flamethrowers,Fiction,1,Americans
The Book of Lost Friends,War,1,War
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",History,4,"History, Nonfiction, Travel, India"
"Kim Jiyoung, Born 1982",Fiction,1,Contemporary
Alif the Unseen,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
An Absolutely Remarkable Thing,Mystery,9,"Fiction, Fantasy, Young Adult, Science fiction, LGBTQ, Mystery, Aliens, Celebrities, Fame"
Beartown,Fiction,3,"Young Adult, LGBTQ, Sweden"
The Winners,Fiction,2,"LGBTQ, Literary Fiction"
Seven Days in June,Fiction,5,"Romance, African Americans, Contemporary, Chick Lit, Black Love"
